[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_F_quark}
40 51 4 5 4 0 100 38.443 2.830
40 51 5 6 4 0 100 38.375 2.780
40 51 6 7 4 0 100 39.016 2.746
40 51 7 8 4 0 100 36.991 2.762
40 51 8 9 4 0 100 41.094 2.711
40 51 9 10 4 0 100 40.251 2.688
40 51 10 11 4 0 100 39.419 2.689
40 51 11 12 4 0 100 39.483 2.659
40 51 12 13 4 0 100 36.516 2.662
40 51 13 14 4 0 100 38.982 2.632
40 51 14 15 4 0 100 39.813 2.630
40 51 15 16 4 0 100 39.492 2.607
40 51 16 17 4 0 100 38.677 2.603
40 51 17 18 4 0 100 40.812 2.585
40 51 18 19 4 0 100 40.998 2.548
40 51 19 20 4 0 100 39.775 2.535
40 51 20 21 4 0 100 40.769 2.538
40 51 21 22 4 0 100 43.869 2.524
40 51 22 23 4 0 100 44.206 2.500
40 51 23 24 4 0 100 48.878 2.506
40 51 24 25 4 0 100 45.319 2.472
40 51 25 26 4 0 100 52.741 2.508
40 51 26 27 4 0 100 46.679 2.488
40 51 27 28 4 0 100 69.408 2.436
40 51 28 29 4 0 100 56.534 2.430
40 51 29 30 4 0 100 59.963 2.421
40 51 30 31 4 0 100 60.626 2.444
40 51 31 32 4 0 100 65.275 2.468
40 51 32 33 4 0 100 100.000 2.418
40 51 33 34 4 0 100 100.000 2.297
40 51 34 35 4 0 100 100.000 2.529
40 51 35 36 4 0 100 100.000 2.338
40 51 36 37 4 0 100 100.000 2.196
40 51 37 38 4 0 100 100.000 2.431
40 51 38 39 4 0 100 100.000 2.265
40 51 39 40 4 0 100 27.793 42.195
40 51 40 41 4 0 100 51.052 73.004
40 51 41 42 4 0 100 100.000 2.366
40 51 42 43 4 0 100 99.151 48.626
40 51 43 44 4 0 100 40.821 35.083
40 51 44 45 4 0 100 99.789 85.872
51 64 0 1 4 0 100 10.282 91.596
51 64 1 2 4 0 100 100.000 2.759
51 64 2 3 4 0 100 73.341 2.899
51 64 3 4 4 0 100 60.243 2.877
51 64 4 5 4 0 100 46.377 2.885
51 64 5 6 4 0 100 37.972 2.913
51 64 6 7 4 0 100 39.647 2.888
51 64 7 8 4 0 100 35.667 2.841
51 64 8 9 4 0 100 38.210 2.858
51 64 9 10 4 0 100 40.685 2.808
51 64 10 11 4 0 100 41.778 2.784
51 64 11 12 4 0 100 37.151 2.794
51 64 12 13 4 0 100 39.726 2.770
51 64 13 14 4 0 100 37.994 2.773
51 64 14 15 4 0 100 37.526 2.741
51 64 15 16 4 0 100 39.606 2.732
51 64 16 17 4 0 100 40.195 2.715
51 64 17 18 4 0 100 39.069 2.719
51 64 18 19 4 0 100 39.566 2.700
51 64 19 20 4 0 100 40.490 2.710
51 64 20 21 4 0 100 43.279 2.693
51 64 21 22 4 0 100 42.101 2.650
51 64 22 23 4 0 100 45.736 2.661
51 64 23 24 4 0 100 48.471 2.636
51 64 24 25 4 0 100 49.765 2.578
51 64 25 26 4 0 100 49.692 2.630
51 64 26 27 4 0 100 50.642 2.635
51 64 27 28 4 0 100 53.617 2.644
51 64 28 29 4 0 100 60.425 2.555
51 64 29 30 4 0 100 61.139 2.514
51 64 30 31 4 0 100 74.273 2.587
51 64 31 32 4 0 100 100.000 2.649
51 64 32 33 4 0 100 69.251 2.595
51 64 33 34 4 0 100 95.178 2.613
51 64 34 35 4 0 100 100.000 2.384
51 64 35 36 4 0 100 100.000 2.444
51 64 36 37 4 0 100 100.000 2.549
51 64 37 38 4 0 100 23.417 47.414
51 64 38 39 4 0 100 49.230 95.457
51 64 39 40 4 0 100 15.907 68.810
51 64 40 41 4 0 100 69.670 34.246
51 64 41 42 4 0 100 72.558 40.430
51 64 42 43 4 0 100 18.361 87.915
51 64 43 44 4 0 100 78.310 50.274
51 64 44 45 4 0 100 77.121 60.566
64 80 0 1 4 0 100 12.866 97.142
64 80 1 2 4 0 100 25.318 38.939
64 80 2 3 4 0 100 47.625 47.356
64 80 3 4 4 0 100 61.863 3.040
64 80 4 5 4 0 100 54.085 2.966
64 80 5 6 4 0 100 39.444 3.036
64 80 6 7 4 0 100 37.109 3.012
64 80 7 8 4 0 100 39.636 2.973
64 80 8 9 4 0 100 39.444 2.981
64 80 9 10 4 0 100 41.442 2.974
64 80 10 11 4 0 100 39.741 2.960
64 80 11 12 4 0 100 39.460 2.951
64 80 12 13 4 0 100 39.201 2.912
64 80 13 14 4 0 100 40.216 2.881
64 80 14 15 4 0 100 40.089 2.867
64 80 15 16 4 0 100 41.829 2.854
64 80 16 17 4 0 100 39.945 2.827
64 80 17 18 4 0 100 44.625 2.828
64 80 18 19 4 0 100 42.905 2.818
64 80 19 20 4 0 100 42.770 2.829
64 80 20 21 4 0 100 44.737 2.796
64 80 21 22 4 0 100 40.264 2.782
64 80 22 23 4 0 100 39.001 2.724
64 80 23 24 4 0 100 48.969 2.760
64 80 24 25 4 0 100 55.723 2.620
64 80 25 26 4 0 100 68.641 2.747
64 80 26 27 4 0 100 53.753 2.677
64 80 27 28 4 0 100 55.322 2.675
64 80 28 29 4 0 100 95.956 2.625
64 80 29 30 4 0 100 100.000 2.575
64 80 30 31 4 0 100 100.000 2.884
64 80 31 32 4 0 100 87.216 2.744
64 80 32 33 4 0 100 100.000 2.534
64 80 33 34 4 0 100 100.000 2.411
64 80 34 35 4 0 100 100.000 2.521
64 80 35 36 4 0 100 100.000 2.749
64 80 36 37 4 0 100 57.896 50.517
64 80 37 38 4 0 100 100.000 2.696
64 80 38 39 4 0 100 89.543 27.387
64 80 39 40 4 0 100 20.845 50.979
64 80 40 41 4 0 100 14.046 86.436
64 80 41 42 4 0 100 97.508 36.738
64 80 42 43 4 0 100 20.678 50.834
64 80 43 44 4 0 100 99.437 55.367
64 80 44 45 4 0 100 41.364 91.960
80 101 0 1 4 0 100 99.743 23.158
80 101 1 2 4 0 100 100.000 2.868
80 101 2 3 4 0 100 100.000 3.119
80 101 3 4 4 0 100 68.952 3.289
80 101 4 5 4 0 100 58.921 3.137
80 101 5 6 4 0 100 50.407 3.177
80 101 6 7 4 0 100 41.568 3.096
80 101 7 8 4 0 100 42.075 3.141
80 101 8 9 4 0 100 39.168 3.088
80 101 9 10 4 0 100 43.005 3.078
80 101 10 11 4 0 100 39.596 3.107
80 101 11 12 4 0 100 37.819 3.039
80 101 12 13 4 0 100 43.475 3.067
80 101 13 14 4 0 100 38.544 3.050
80 101 14 15 4 0 100 36.394 3.016
80 101 15 16 4 0 100 40.483 3.010
80 101 16 17 4 0 100 41.087 2.980
80 101 17 18 4 0 100 42.862 3.006
80 101 18 19 4 0 100 39.287 3.012
80 101 19 20 4 0 100 51.397 2.947
80 101 20 21 4 0 100 45.844 2.950
80 101 21 22 4 0 100 53.678 2.951
80 101 22 23 4 0 100 47.865 2.914
80 101 23 24 4 0 100 88.163 2.894
80 101 24 25 4 0 100 69.112 2.887
80 101 25 26 4 0 100 68.499 2.838
80 101 26 27 4 0 100 87.585 2.824
80 101 27 28 4 0 100 85.844 2.830
80 101 28 29 4 0 100 100.000 2.936
80 101 29 30 4 0 100 97.954 2.898
80 101 30 31 4 0 100 5.207 99.877
80 101 31 32 4 0 100 100.000 3.158
80 101 32 33 4 0 100 100.000 2.791
80 101 33 34 4 0 100 14.472 61.446
80 101 34 35 4 0 100 8.519 84.857
80 101 35 36 4 0 100 9.126 87.610
80 101 36 37 4 0 100 10.648 99.783
80 101 37 38 4 0 100 22.346 79.889
80 101 38 39 4 0 100 51.422 38.898
80 101 39 40 4 0 100 93.357 25.215
80 101 40 41 4 0 100 90.024 27.281
80 101 41 42 4 0 100 11.256 83.468
80 101 42 43 4 0 100 93.562 18.837
80 101 43 44 4 0 100 96.414 67.729
101 127 1 2 4 0 100 10.878 61.938
101 127 2 3 4 0 100 48.437 48.211
101 127 3 4 4 0 100 15.812 3.552
101 127 4 5 4 0 100 93.176 3.094
101 127 5 6 4 0 100 51.104 3.174
101 127 6 7 4 0 100 66.679 3.198
101 127 7 8 4 0 100 55.700 3.319
101 127 8 9 4 0 100 44.774 3.300
101 127 9 10 4 0 100 52.250 3.163
101 127 10 11 4 0 100 43.430 3.167
101 127 11 12 4 0 100 51.608 3.078
101 127 12 13 4 0 100 61.163 3.130
101 127 13 14 4 0 100 43.955 3.278
101 127 14 15 4 0 100 44.156 3.150
101 127 15 16 4 0 100 43.571 3.124
101 127 16 17 4 0 100 66.548 3.189
101 127 17 18 4 0 100 58.842 3.119
101 127 18 19 4 0 100 63.337 3.146
101 127 19 20 4 0 100 68.038 3.019
101 127 20 21 4 0 100 63.871 3.062
101 127 21 22 4 0 100 69.533 3.117
101 127 22 23 4 0 100 89.374 3.083
101 127 23 24 4 0 100 100.000 2.892
101 127 24 25 4 0 100 56.967 2.881
101 127 25 26 4 0 100 86.285 3.028
101 127 26 27 4 0 100 84.222 2.864
101 127 27 28 4 0 100 100.000 2.743
101 127 28 29 4 0 100 100.000 2.999
101 127 29 30 4 0 100 100.000 2.838
101 127 30 31 4 0 100 30.089 3.252
101 127 31 32 4 0 100 100.000 2.949
101 127 32 33 4 0 100 12.686 64.816
101 127 33 34 4 0 100 20.157 99.688
101 127 34 35 4 0 100 10.855 76.504
101 127 35 36 4 0 100 94.140 75.922
101 127 36 37 4 0 100 8.887 99.394
101 127 37 38 4 0 100 25.735 46.526
101 127 38 39 4 0 100 77.285 60.555
101 127 39 40 4 0 100 58.135 68.246
101 127 40 41 4 0 100 16.823 99.909
101 127 41 42 4 0 100 92.994 36.004
101 127 42 43 4 0 100 56.330 34.583
101 127 43 44 4 0 100 96.019 81.107
101 127 44 45 4 0 100 74.229 87.030
127 159 1 2 4 0 100 11.277 79.940
127 159 2 3 4 0 100 8.668 72.108
127 159 3 4 4 0 100 12.618 44.970
127 159 4 5 4 0 100 100.000 3.029
127 159 5 6 4 0 100 3.945 99.991
127 159 6 7 4 0 100 95.438 3.105
127 159 7 8 4 0 100 87.105 3.217
127 159 8 9 4 0 100 100.000 3.144
127 159 9 10 4 0 100 71.925 3.302
127 159 10 11 4 0 100 100.000 3.049
127 159 11 12 4 0 100 100.000 3.160
127 159 12 13 4 0 100 73.599 3.341
127 159 13 14 4 0 100 64.455 3.248
127 159 14 15 4 0 100 61.755 3.241
127 159 15 16 4 0 100 100.000 3.150
127 159 16 17 4 0 100 89.169 3.092
127 159 17 18 4 0 100 100.000 3.571
127 159 18 19 4 0 100 96.909 3.074
127 159 19 20 4 0 100 100.000 2.980
127 159 20 21 4 0 100 100.000 3.359
127 159 21 22 4 0 100 100.000 2.720
127 159 22 23 4 0 100 100.000 2.813
127 159 23 24 4 0 100 7.871 58.958
127 159 24 25 4 0 100 100.000 3.328
127 159 25 26 4 0 100 100.000 2.956
127 159 26 27 4 0 100 17.241 48.001
127 159 27 28 4 0 100 100.000 2.929
127 159 28 29 4 0 100 15.958 58.288
127 159 29 30 4 0 100 18.221 45.426
127 159 30 31 4 0 100 9.871 99.976
127 159 31 32 4 0 100 8.713 92.427
127 159 32 33 4 0 100 7.501 99.965
127 159 33 34 4 0 100 33.624 34.955
127 159 34 35 4 0 100 86.840 94.590
127 159 35 36 4 0 100 12.163 94.292
127 159 37 38 4 0 100 16.755 66.191
127 159 38 39 4 0 100 85.019 81.110
127 159 39 40 4 0 100 96.594 71.340
127 159 43 44 4 0 100 69.162 77.358
127 159 44 45 4 0 100 99.508 99.982
159 201 1 2 4 0 100 11.150 81.339
159 201 2 3 4 0 100 10.518 83.190
159 201 3 4 4 0 100 47.527 28.064
159 201 4 5 4 0 100 8.753 77.845
159 201 5 6 4 0 100 7.233 77.705
159 201 6 7 4 0 100 11.998 93.523
159 201 7 8 4 0 100 11.740 67.918
159 201 8 9 4 0 100 100.000 3.259
159 201 9 10 4 0 100 100.000 3.568
159 201 10 11 4 0 100 4.544 99.999
159 201 11 12 4 0 100 100.000 3.626
159 201 12 13 4 0 100 100.000 3.277
159 201 13 14 4 0 100 100.000 3.365
159 201 14 15 4 0 100 100.000 3.529
159 201 15 16 4 0 100 46.169 3.652
159 201 16 17 4 0 100 5.421 99.972
159 201 17 18 4 0 100 8.472 76.713
159 201 18 19 4 0 100 4.924 99.319
159 201 19 20 4 0 100 9.408 64.902
159 201 20 21 4 0 100 17.436 57.495
159 201 21 22 4 0 100 5.253 100.000
159 201 22 23 4 0 100 10.806 57.531
159 201 23 24 4 0 100 12.516 56.578
159 201 24 25 4 0 100 95.033 29.828
159 201 25 26 4 0 100 22.398 46.563
159 201 26 27 4 0 100 9.741 88.227
159 201 27 28 4 0 100 9.785 77.722
159 201 28 29 4 0 100 29.773 34.785
159 201 29 30 4 0 100 9.895 86.660
159 201 30 31 4 0 100 61.103 23.348
159 201 31 32 4 0 100 9.606 90.788
159 201 32 33 4 0 100 52.838 35.924
159 201 33 34 4 0 100 10.511 90.951
159 201 34 35 4 0 100 66.871 62.101
159 201 35 36 4 0 100 25.792 70.109
201 252 4 5 4 0 100 94.526 99.965
201 252 5 6 4 0 100 10.911 87.275
201 252 6 7 4 0 100 99.999 52.470
201 252 7 8 4 0 100 62.609 69.897
201 252 8 9 4 0 100 10.837 77.889
201 252 9 10 4 0 100 26.009 73.366
201 252 10 11 4 0 100 13.263 58.208
201 252 11 12 4 0 100 11.121 69.513
201 252 12 13 4 0 100 6.773 99.836
201 252 13 14 4 0 100 11.463 71.398
201 252 14 15 4 0 100 7.805 99.728
201 252 15 16 4 0 100 8.480 70.820
201 252 16 17 4 0 100 99.820 71.659
201 252 17 18 4 0 100 9.919 99.536
201 252 18 19 4 0 100 75.998 76.516
201 252 19 20 4 0 100 9.676 85.274
201 252 20 21 4 0 100 7.918 98.701
201 252 21 22 4 0 100 98.059 48.393
201 252 22 23 4 0 100 38.084 85.758
201 252 23 24 4 0 100 22.894 47.487
201 252 24 25 4 0 100 9.806 83.995
201 252 25 26 4 0 100 31.806 70.031
201 252 26 27 4 0 100 14.100 72.068
201 252 27 28 4 0 100 8.919 99.546
201 252 28 29 4 0 100 99.515 86.808
201 252 29 30 4 0 100 89.163 83.183
201 252 34 35 4 0 100 85.342 84.843
252 317 3 4 4 0 100 99.734 37.026
252 317 7 8 4 0 100 10.961 87.775
252 317 9 10 4 0 100 9.547 90.652
252 317 10 11 4 0 100 16.482 96.933
252 317 12 13 4 0 100 82.029 85.886
252 317 17 18 4 0 100 10.697 93.958
252 317 22 23 4 0 100 94.901 85.957
